Configuracion,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30
1000-1,6.419444,6.639305,6.651617,6.650489,6.559103,6.666126,6.328418,6.658221,6.21079,6.585593,6.32753,6.32666,8.938725,3.703048,3.199763,3.212571,3.720775,3.438175,3.312071,3.653585,3.877446,4.100338,4.798439,4.265138,4.517902,3.676478,4.053041,3.76806,3.675522,3.938877
1000-2,2.386214,2.189956,2.147325,2.086615,2.235871,2.574748,2.574449,2.881112,2.576063,2.230341,2.04442,2.414336,2.365258,2.207879,2.335044,2.37394,2.358635,2.31707,2.511427,2.660577,2.165158,2.12039,1.907447,2.020805,2.661009,2.420536,2.258877,2.128605,2.128484,2.424308
1000-4,1.478469,1.295904,1.272093,1.286773,1.259907,1.858142,1.51888,1.825013,2.144135,1.959006,1.792709,1.57201,1.497339,1.789927,1.538015,1.608446,1.307084,1.332128,1.494701,1.577326,1.738913,1.468054,1.805229,1.518672,1.486618,1.310061,1.45406,1.295812,1.348807,1.53365
1000-8,0.97229,0.966982,0.970941,0.989764,0.97033,0.960613,0.98227,0.975924,0.971954,0.953761,0.964523,0.987134,0.973567,0.962028,0.97459,0.97054,0.970796,0.978944,0.975632,0.974349,0.966648,0.952119,0.959351,1.073672,0.964686,1.045024,1.021299,0.977749,0.955779,0.962908
1000-16,0.899923,0.902372,0.894319,0.897581,0.91631,0.893878,0.887217,0.910433,0.899985,0.895755,0.890565,0.909732,0.901451,0.886078,0.966936,0.941826,0.895229,0.895338,0.915758,0.904266,0.899901,0.902302,0.894515,0.89207,0.895792,0.896433,0.899103,0.883797,0.891197,0.882649
2000-1,28.942533,28.593621,28.677453,28.783961,28.734591,28.816471,28.759901,28.703109,28.734536,28.601906,28.769228,28.55397,32.115859,32.662407,31.801701,31.235548,31.460055,30.150111,30.682982,29.296498,29.242402,29.245716,29.314111,29.156185,29.337524,29.297034,29.171661,29.2686,29.827989,29.222782
2000-2,17.686201,17.727544,17.599403,17.686889,17.715243,17.713724,17.651423,17.783749,17.727194,17.719209,19.900303,21.164407,17.541349,17.315064,17.421625,17.360109,17.423647,17.353024,17.367294,17.384349,17.548907,17.307442,17.552819,17.263261,17.240628,17.213135,17.208575,17.268649,17.337413,17.26794
2000-4,11.676335,11.695605,11.557637,11.598491,11.627149,11.639205,11.645049,11.602683,11.571287,11.607904,11.657988,11.704784,11.68011,11.593932,11.593083,11.714822,11.59647,11.601571,11.66301,11.672769,11.618226,11.610809,11.563207,11.731893,11.891679,13.790671,12.083372,11.891524,11.581875,11.671381
2000-8,9.253556,9.334452,9.226743,9.325757,9.312977,9.311503,9.510231,9.249604,9.211182,9.281576,9.433732,9.264008,9.312601,9.454493,9.45003,9.434972,9.247363,9.414711,9.370151,9.453858,9.522151,9.314871,9.486008,9.668567,9.573683,9.532456,9.601908,9.906268,9.555033,9.429397
2000-16,10.119739,10.271737,10.080802,10.224361,11.130386,10.990696,11.439664,10.529315,10.264394,10.236045,10.191679,10.436329,10.266923,10.245082,10.318814,10.187397,10.277484,10.432508,10.248218,10.139044,10.226327,10.143763,10.23042,10.222338,10.20568,10.280134,10.22184,10.136316,10.129579,10.100682
4000-1,249.985402,250.437256,248.836416,252.580247,249.064621,252.007815,249.972939,249.694752,255.200242,251.715489,252.940883,276.457371,256.613977,247.675585,250.024037,254.958369,248.944953,253.980088,247.909651,247.534268,249.719617,267.733425,254.121051,255.375204,255.126284,253.211463,254.034805,256.934196,255.199369,257.945973
4000-2,155.206655,154.744244,153.038782,152.169676,152.919975,153.160214,153.09558,153.390585,152.981553,152.656767,157.259815,160.923403,153.493545,158.682201,152.597902,154.870885,153.134681,154.837789,153.980431,153.066255,154.386554,153.361633,159.360029,152.427355,152.511898,153.160451,169.564388,162.689573,157.847377,151.701391
4000-4,105.277671,105.954813,107.757773,106.149504,105.033541,105.116783,106.562025,107.378579,105.049983,105.814568,105.838635,106.89625,106.652259,105.196095,106.816174,105.739278,105.470678,106.308645,106.574048,105.2121,105.93112,105.539804,105.805675,106.901058,107.887667,105.590369,105.337367,107.01221,105.706178,105.654213
4000-8,111.4132,110.200919,108.257202,109.304945,108.798404,109.243372,107.383662,111.364934,110.037225,108.474819,108.842259,110.204243,109.323274,110.84935,108.853416,108.576514,109.52622,108.931362,106.718322,109.717136,110.106367,108.699314,110.388885,108.294109,108.116128,111.946874,115.498167,108.899387,110.199829,108.413982
4000-16,108.933106,109.229416,109.463816,109.857256,110.151965,109.882124,108.784178,109.199849,109.600704,109.056319,109.425461,109.270405,109.433725,108.77878,109.896423,109.468595,108.942067,109.072102,109.020696,109.607279,109.331294,111.316518,109.47109,109.321443,109.009666,109.602935,109.587257,110.114118,109.797599,109.547087
