Configuracion,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30
1000-1,3.200791,3.295901,3.184325,3.228747,3.176391,3.185089,3.167057,3.206668,3.126545,3.098752,3.176978,3.112738,3.177326,3.141182,3.104782,3.226643,3.208438,3.072834,3.13909,3.06781,3.29526,3.209019,3.107375,3.471301,3.103953,3.14372,3.20877,3.197885,3.239499,3.403882
1000-2,1.567099,1.569461,1.551387,1.559252,1.529696,1.534467,1.505015,1.537267,1.538621,1.522894,1.497258,1.512255,1.515197,1.514614,1.540369,1.512146,1.496848,1.509463,1.507877,1.513724,1.528141,1.536303,1.524228,1.543436,1.495401,1.536425,1.53927,1.525555,1.552986,1.538109
1000-4,0.707923,0.712556,0.720688,0.710083,0.710093,0.758479,0.715798,0.708112,0.729307,0.70785,0.708028,0.8213,0.710908,0.706047,0.707199,0.709264,0.71156,0.703428,0.708924,0.70694,0.713158,0.80194,0.73337,0.707245,0.707696,0.707741,0.706699,0.705767,0.705109,0.705671
1000-8,1.161581,1.175279,1.136421,1.074709,1.105366,1.124446,1.128962,1.174875,1.195473,1.139609,1.214959,1.118608,1.154122,1.151144,1.17159,1.104125,1.135615,1.123672,1.142052,1.172323,1.12669,1.134522,1.117154,1.111967,1.141295,1.172642,1.226116,1.203384,1.178688,1.210606
1000-16,1.052786,1.031395,1.061422,1.003572,1.020585,1.097716,1.020785,1.091514,1.069529,1.047505,1.025444,1.078414,1.054577,1.132105,1.063998,1.106871,1.042792,1.08516,1.044672,1.062701,1.049587,1.059917,1.051234,1.080031,1.055175,1.057045,1.042157,1.029917,1.060979,1.050184
2000-1,52.240741,52.301226,56.516538,57.273132,55.206358,57.439342,55.423158,55.474499,57.312513,56.927405,58.056594,52.958634,55.500997,57.303797,59.249838,55.716113,54.043769,57.490641,58.24398,53.59972,54.775367,55.090923,54.957546,56.853287,53.527573,55.054645,58.833482,55.302793,57.337527,59.512375
2000-2,25.877792,24.31143,25.559716,24.399177,25.806545,24.740853,25.882096,26.064881,25.893834,25.333974,25.993171,24.586877,25.416598,26.154645,25.25533,25.54815,24.70594,24.198617,25.624183,24.581394,25.995123,24.612066,24.307953,23.805316,25.567098,24.725808,26.769512,24.879191,23.564699,22.99288
2000-4,10.005186,10.602018,10.9891,11.316939,10.744156,10.493125,10.197323,10.917307,10.291474,10.032351,11.170944,10.498955,9.906006,9.882387,10.92459,9.994712,10.624618,9.802205,11.21296,10.089566,10.850482,10.585997,10.609991,10.23392,10.265051,11.113592,10.832887,11.363476,10.503859,10.164124
2000-8,22.242482,22.28512,21.869252,22.222287,22.008897,22.009395,22.162132,22.127367,22.136012,22.233394,22.114717,22.20909,22.180122,22.257875,22.187497,22.197685,22.053767,22.261954,22.316109,22.183983,22.2191,22.266215,22.247563,22.331749,22.187864,22.253332,22.215158,22.150476,22.152321,22.131795
2000-16,22.836286,22.67902,22.77356,22.875328,22.87486,22.891568,22.704685,22.719675,22.807922,22.770401,22.62732,22.891754,22.749751,22.917307,22.812371,22.865759,22.790391,22.870348,22.742511,22.82294,22.540135,22.932429,22.792841,22.84063,22.629121,22.909173,22.669653,22.672773,22.945159,22.709785
4000-1,898.296785,909.605276,898.127813,899.05683,898.199377,894.385244,895.670439,898.125149,897.072678,894.752836,900.795917,897.046105,899.459317,895.024232,897.543196,900.133675,923.929104,894.555873,893.930788,899.810185,898.873906,893.11273,896.844641,898.061939,900.798816,900.246675,899.233056,897.941472,900.430988,896.329317
4000-2,460.254642,453.142958,463.653276,446.319283,450.960921,457.868064,460.055778,454.584733,459.412183,453.080908,439.66218,458.464572,471.110632,454.440147,459.489983,455.31017,454.302946,456.420454,464.008706,450.319676,452.035949,452.047203,451.058129,450.736389,459.118572,471.965805,457.67601,467.091432,441.868675,449.009934
4000-4,217.250836,214.486537,216.417793,221.65531,216.178983,218.62545,216.836858,215.735108,215.422517,215.942854,215.263683,216.260365,224.418079,213.924871,216.151628,213.827561,213.585372,216.336054,216.198135,213.717486,215.57785,226.164031,217.312125,217.626719,215.192091,214.680978,214.785912,216.049076,214.366463,212.717876
4000-8,249.076364,248.985418,246.195908,247.15134,250.093761,251.193255,248.213504,247.354957,248.243816,246.852467,246.677113,247.596517,247.685244,248.424981,247.319978,247.727181,246.664779,248.216484,247.816112,246.577275,248.320318,247.215698,247.817634,248.431076,248.722756,249.605685,249.264148,246.870183,248.370971,248.329677
4000-16,269.261375,271.684923,272.491425,272.959072,274.606503,270.838311,271.360034,275.396339,264.349999,270.948632,270.750195,267.925924,272.764495,276.441513,270.38724,270.594032,272.388513,273.239283,272.946756,268.72073,270.527798,272.842726,275.312541,269.174494,271.064706,273.229093,268.245117,273.252803,268.795985,276.341668
